BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Teitelboim, Volodia: En el país prohibido. Sin el permiso de Pinochet. Barcelona: Plaza y Janés, 1988.	Teitelboim, Volodia	En el país prohibido. Sin el permiso de Pinochet	1988	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Chile	Chilena			Estado». Pero da la casualidad que ambos cargos están en una sola mano. El Diario del personaje, aparte de secreto, es imaginario. Su héroe aparece como un transformista sucesivamente vestido de arquero, Estatua de la Libertad, Rambo, boliviano, levantador de pesas, según alega un abogado defensor. Por añadidura, practicante de kárate, no sabemos si cinturón negro. Se elude la mención al Ejército salvo cuando se dice que el autor del Diario secreto habría intentado tres veces ingresar, sin fortuna, en sus filas, lo cual no es un chiste sino una verdad.
Molina Foix, Vicente: La quincena soviética. Barcelona: Anagrama, 1988.	Molina Foix, Vicente	La quincena soviética	1988	Primera edición	Ficción	Escrito	Libro	Novela	España			VI Premio Herralde de novela 1988. No acentúa las mayúsculas.	La tirada rabiosa de su subordinado hizo que el Ministro, con sus manos gorditas pero recias, retuviese al Sargento, inmediatamente rodeado y reducido por los matones de la secreta, que pudieron sacar sus pistolas con justificación y ejecutar  un muestrario de llaves de karate. Los dos agentes burlados se encargaron de conducir a Juan Anido a la comisaría.
Cuzzani, Agustín: Pitágoras, Go Home. Buenos Aires: Almagesto, 1988.	Cuzzani, Agustín	Pitágoras, Go Home	1988	Primera edición	Ficción	Escrito	Libro	Teatro	Argentina	Río de la Plata		Esta obra está incluida dentro de la obra "Teatro Completo" de Agustín Cuzzani; publicada por la misma editorial	Cinco por cinco, seis.... seis más seis, ocho... ¡y todo así y en seis idiomas! ¡Y el circuito impreso no se puede corregir! ¡No tiene arreglo! Siete millones de dólares arruinados. ¡Y los japoneses están por llegar! ¿Qué les digo yo ahora? ¡Y saben Karate, y Judo y Kung-Fú y qué sé yo! (Pausa.) ¿Comprende por qué me quería suicidar?
««Bagdad Cafe», un filme que confunde a los suecos». ABC. Madrid: Prensa Española, S.A., 1989-06-04.		ABC	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				en las pantallas de los cines norteamericanos. Caliente y en buena parte reiterativo: las mayores colas las obtienen películas nuevas de viejas series, episodios frescos de éxitos anteriores. Así, hemos tenido «Indiana Jones 3» —esta vez en La última cruzada: la búsqueda del Santo Grial—, como vamos a ver Karate Kid 3 —con la rebelión del discípulo contra el maestro—, el quinto Star Tresk, el octavo Viernes y 13 y nada menos que el decimoséptimo «James Bond», en Permiso para matar.
«Taormina, imágenes del mejor cine de Hollywood». ABC. Madrid: Prensa Española, S.A., 1989-08-23.		ABC	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				En verano priman las películas de acción y en espera del último James Bond, reina «Karate Kid III», de John G. Avildsen, pronto seguido de «Kickboyer» que confirma la ascensión de J. C. Van Damme, émulo de Arnold Schwarzenegger con la sola particularidad de ser belga.
Picó, Fernando: Vivir en Caimito. Río Piedras: Ediciones Huracán, 1989.	Picó, Fernando	Vivir en Caimito	1989	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Puerto Rico	Antillas		Mayúsculas no acentuadas en el original	Armando da el ejemplo de un grupo de muchachos de 10 a 13 años a quienes él enseñaba karate. El contacto directo y periódico con los integrantes del grupo, el interés que tenían en aprender el deporte, el aliciente del apoyo recibido los apartaba de la tentación de empezar con el primero de los vicios, la marihuana. Para él las relaciones persona a persona ayudan más a optar contra los vicios que
Memba, Javier: Homenaje a Kid Valencia. Madrid: Alfaguara, 1989.	Memba, Javier	Homenaje a Kid Valencia	1989	Primera edición	Ficción	Escrito	Libro	Novela	España				— No le ha pasado nada porque hace kárate en un circo— dijo el borracho. Lorito y Kid tuvieron ganas de abrirle la cabeza. El filipino se acercó a ellos cojeando, no podía evitar el dolor aunque sonreía. Se acercó a Lorito y le extendió su mano. Lorito se la estrechó desconcertado.
Memba, Javier: Homenaje a Kid Valencia. Madrid: Alfaguara, 1989.	Memba, Javier	Homenaje a Kid Valencia	1989	Primera edición	Ficción	Escrito	Libro	Novela	España				— ¿Tú no me has visto nunca por televisión? Pues he salido un par de veces. La primera en un campeonato de kárate y la segunda en un documental sobre unos manguis. Es acojonante. Te mira toda España.
Buero Vallejo, Antonio: Música cercana. Madrid: Espasa Calpe, 1994.	Buero Vallejo, Antonio	Música cercana	1989	Fecha de estreno	Ficción	Escrito	Libro	Teatro	España			Estrenada en el teatro Arriaga de Bilbao el 18 de junio de 1989. Publicada en 1990	Sandra.— (Ríe.) Poco me conoces. ¡Yo puedo con todo! Si algo me corta el paso, lo aparto de un empujón. (Vuelve a reír.) ¡Hasta sé un poco de kárate! Oye: tú te vas, y algo después me marcho yo.
«Cuando el gran indio se rinde». El País. Madrid: Diario El País, S.A., 1989-10-01.		El País	1989	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				que esa voz distinguida se apagara unos años después con una película como Los aristócratas del crimen. Este filme contiene la característica violencia del cine de Peckinpah, incluso esos memorables ralentís para el vaciado de sangre; pero aquí están al servicio de nada. No hay pensamiento ni ideas sustentando la acción, sólo karate, o kung fú, y un intrincado asunto de espionaje y mafias. El gran indio se rindió en esa película. Los otros filmes de la programación de hoy tampoco pintan bien. Loco de amor posee una línea muy a lo Woody Allen (las neurosis de la vida moderna en Nueva York circunscritas al mundo de los
«Hacia los Bolivarianos». El Universal. Caracas: 1989-01-02.		El Universal	1989	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Venezuela	Caribe continental		Procesado por medio de un programa de reconocimiento de voz	... La gaita zuliana anunciará el día 14 de enero, a las tres de la tarde que la fiesta deportiva bolivariana comienza y la región ofrece la bienvenida a todas las delegaciones participantes en el máximo evento en honor a nuestro Libertador. Gaitas, danzas, bailes populares, gimnásticos, karate, conjuntamente con la barra y un simpático show especial del "Buchón", mascota de los juegos, conforman lo que podemos resumir como el acto previo al programa inaugural que contempla el arribo del presidente de la República, Jaime Lusinchi.
«NO, SÍ, NO, SÍ...». Expreso. Lima: 1990-04-22.		Expreso	1990	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	"... el señor Fujimori está jugando la carta japonesa para su beneficio. El ha sugerido que su elección traerá billones de dólares de inversión japonesa. Para ganar publicidad, él ha sido filmado rompiendo un ladrillo, con una patada de karate. En la entrevista, él confesó que nunca aprendió karate y que el ladrillo fue roto antes (de la filmación)".
«NO, SÍ, NO, SÍ...». Expreso. Lima: 1990-04-22.		Expreso	1990	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	"... el señor Fujimori está jugando la carta japonesa para su beneficio. El ha sugerido que su elección traerá billones de dólares de inversión japonesa. Para ganar publicidad, él ha sido filmado rompiendo un ladrillo, con una patada de karate. En la entrevista, él confesó que nunca aprendió karate y que el ladrillo fue roto antes (de la filmación)".
Orovio, Helio: Música por el Caribe. Santiago de Cuba: Editorial Oriente, 1990.	Orovio, Helio	Música por el Caribe	1990	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Cuba	Antillas			Hoy, la gestualidad del kárate, los pasos del break dance, y diferentes expresiones corporales del ámbito contemporáneo, penetran al estilo de los columbianos. La música se hace cada vez más acelerada, la percusión se vuelve más compleja, y los cantos reflejan los asuntos del día, la vida cotidiana. Sin traicionar, por supuesto,
Salarrullana, Pilar: Las sectas. Madrid: Temas de hoy, 1993.	Salarrullana, Pilar	Las sectas	1990	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	España			Máyúsculas no acentuadas	y empezamos a asistir a las reuniones. «Para los jóvenes, Covadonga promueve regularmente semanas de estudios y cursos especializados de formación anticomunista (SEFAC), que constan de conferencias, círculos de estudio, representaciones teatrales, visitas a monumentos históricos de las épocas gloriosas de España; se practican deportes como el montañismo o el kárate y se promueven excursiones y campamentos recreativos. »
Grande, Félix: Fábula. Barcelona: Plaza y Janés, 1991.	Grande, Félix	Fábula	1991	Primera edición	Ficción	Escrito	Libro	Relato	España			No se ha marcado el texto resaltado de las páginas 82-94 y 216-226 (comillas dobles) por su extensión.	su enemigo. Buscamos al pionero por todas las callejas de la ciudad, las avenidas y los urinarios, los parques y los cinematógrafos en ruinas, las zonas verdes y los templos. Lo encontramos  al fin debilitado por el ayuno y por algunas heridas no cuantiosas, tras el cadáver de un imponente profesor de kárate, lugar que había escogido para preservarse contra la confusión. Dímosle alborozado la buena nueva. Al principio no recordó siquiera de qué asunto le estábamos hablando. Después no nos creyó. Finalmente, más obediente a su esperanza que a nuestros argumentos, consintió que dos fuertes muchachos lo trasladasen en sus brazos (a
Polimeni, Carlos: Luca. Buenos Aires: AC, 1999.	Polimeni, Carlos	Luca	1991	Primera edición	No ficción	Escrito	Libro	Artes, cultura y espectáculos	Argentina	Río de la Plata		Mayúsculas no acentuadas en el original.	esas bandas significan "Peligro". Hay arañas que tienen lo mismo. Determinadas combinaciones de colores son una alarma  para los demás animales. Es como decirle a un pájaro: ¡cuidado! El pájaro ya sabe y no se acerca. Yo hago lo mismo. Yo me visto como un tipo que puede saber karate, estoy pelado porque da miedo, tengo estos anteojos porque no se me ve la mirada y eso atemoriza.
García Sánchez, Javier: La historia más triste. Barcelona: Anagrama, 1991.	García Sánchez, Javier	La historia más triste	1991	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Herralde 1991	sentirse como fuera de sitio con aquel semental acróbata. Pero también esa historia fue perdiendo encanto. El metro ochenta y muchos de Gerardo, así como las peculiares manías de éste, hacían que ella empezara a sentirse como una especie de feladora portátil. Tras las sesiones iniciales de descubrimiento, que más parecían combates de kárate, llegó el conocimiento profundo, y también amargo, de qué hacía él exactamente. Y, sobre todo, de qué no hacía nunca. De hasta dónde podría llegar para excitarla y complacerla y hasta dónde, lo que era evidente, se limitaría a actuar en tanto que exterminador sexual que concebía la entrega física como
García Sánchez, Javier: La historia más triste. Barcelona: Anagrama, 1991.	García Sánchez, Javier	La historia más triste	1991	Primera edición	Ficción	Escrito	Libro	Novela	España			Premio Herralde 1991	aparte de que a unos metros de distancia el resto del grupo también intervenía en la operación diciéndoles cosas en tono alegre, no hizo sino agudizar su sensación de hallarse en un mal sueño o, al menos, en un sueño curioso. Creyó entender, a través de aquella serie de gestos que parecían golpes de kárate y el cacareo ininterrumpido de onomatopeyas, que le pedían permiso para hacerle una foto. Era ridículo, pero cierto. Eso querían. Por un momento pensó: «Pero qué se habrán creído», indignada y avergonzada de su aspecto. Acto seguido se vio a sí misma diciéndoles que sí solícitamente. Las
Cibeira, Jorge; Zancolli, Eduardo A.; Zancolli, Eduardo R.: Parálisis cerebral. Clínica y cirugía del aparato locomotor. Buenos Aires: El Ateneo, 1991.	Cibeira, Jorge; Zancolli, Eduardo A.; Zancolli, Eduardo R.	Parálisis cerebral. Clínica y cirugía del aparato locomotor	1991	Primera edición	No ficción	Escrito	Libro	Salud	Argentina	Río de la Plata		Procedencia: Corpus de la Universidad Autónoma de Madrid (Director: F. Marcos Marín)	En bipedestación todo lo que contribuye a la verticalidad es más "nuevo" que aquello que evoca patrones de flexión, en similitud a lo que sucede en los animales cuadrúpedos. Por ello es que la fuerza en el hombre se efectúa en semiflexión como en la práctica del box, golf o karate.
«Germán Pinillos». Expreso. Lima: 1992-04-15.		Expreso	1992	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	. Luis Cisneros y los hermanos Enrique y Ernesto Lissón se multiplicaron en la difusión del relámpago... Sin duda los "Pichirro's Boys" de EXPRESO ganaron el título al equipo mejor uniformado (gracias a Polmer) y de Juego Limpio. Esto merece festejarse ¡Chupooo!... Catorce karatecas nos representarán en el 25th Annual Invitational Karate Championship, que del 24 al 25 de abril se disputará en Anaheim, California, EE.UU. Los seleccionados son Abel Abad, Fernando Núñez, Mauricio Chiaravalli, Luis José Llona, Sebastián Schinkel, José Felipe Collazos, Mary Hilario, César Augusto Llona, Peter Westphalen, Humberto Wong, Julio Barrenechea, Javier Wong y Diego Devoto...
Marsillach, Adolfo: Feliz aniversario. Madrid: SGAE, 1992.	Marsillach, Adolfo	Feliz aniversario	1992	Primera edición	Ficción	Escrito	Libro	Teatro	España			Estrenada el 2 de enero de 1991 en el teatro Lope de Vega de Sevilla, y el día 15 de enero de 1991 en el teatro Marquina de Madrid. Mayúsculas no acentuadas.	LIDIA Eres menor de edad para lo que te conviene: para desayunar, comer y cenar en casa, para pagarte las cuentas del médico, el dentista y el gimnasio, para las clases de baile, inglés y kárate, para los fines de semana, las llamadas de teléfono y los taxis a domicilio... para eso menor de edad! Pero para acostarte con un colombiano de Manizales que canta cumbias en el metro... para eso... ¡tienes más edad que Tutankamón!
«LUNES 23». Expreso. Lima: 1993-08-23.		Expreso	1993	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Karate Kid III: el desafío final (The Karate Kid III, 1989): Innecesaria prolongación de la historia de Daniel\Ralph Macchio y su maestro Miyagui\Pat Morita. Esta vez el protagonista es ya un adulto, se sigue agenciando enemigos por todas partes, e incluso, reaparece su rival de la primera película (a falta de
«LUNES 23». Expreso. Lima: 1993-08-23.		Expreso	1993	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	Perú	Andina		Procesado por medio de un programa de reconocimiento de voz. Mayúsculas no acentuadas en el original.	Karate Kid III: el desafío final (The Karate Kid III, 1989): Innecesaria prolongación de la historia de Daniel\Ralph Macchio y su maestro Miyagui\Pat Morita. Esta vez el protagonista es ya un adulto, se sigue agenciando enemigos por todas partes, e incluso, reaparece su rival de la primera película (a falta de otros, tal vez). Para el olvido.
Cohen, Emma: Muerte Dulce. Madrid: Debate, 1993.	Cohen, Emma	Muerte Dulce	1993	Primera edición	Ficción	Escrito	Libro	Novela	España				la entrada. Empujó la puerta que cedió en el acto, bajó por las escaleras precedida por el perro. En el gimnasio estaban todas las luces prendidas, atravesó una de esas puertas tontas, de las que van para atrás y para adelante; un vestuario y el inmenso espacio dedicado al baile, para el kárate, baloncesto, fútbol sala y demás. En el rincón más rincón del lugar un grupito de personas; Paulina,  la directora del colegio, el conserje, la enfermera, el profesor de gimnasia, todos con la mirada en lo alto, donde la canasta de baloncesto, y sentado sobre ella, balanceándo
«Venezuela afrontará déficit de medallas». El Universal. Caracas: 1993-04-21.		El Universal	1993	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Venezuela	Caribe continental		Procesado por medio de un programa de reconocimiento de voz	Mañana jueves, con destino a Santa Cruz a la misma hora, lo hará el segundo grupo con los representantes de la gimnasia, la lucha, la esgrima y las pesas y finalmente el viernes se trasladarán a esa ciudad y Cochabamba los equipos de judo, karate, tae kwon do, racquet ball, natación y tenis de campo.
Mañas, José Ángel: Historias del Kronen. Barcelona: Destino, 1996.	Mañas, José Ángel	Historias del Kronen	1994	Primera edición	Ficción	Escrito	Libro	Novela	España			Finalista Premio Nadal 1994	Rebeca tiene en su habitación un Buda pequeñito rodeado de velas y de fotos de un viejo que se parece al chino de Karate Kid.
«BREVES DE DEPORTES». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. Incluido en CD-ROM del primer semestre de 1994. Mayúsculas no acentuadas en el original	El domingo se celebra el Villa de Madrid de kárate
«BREVES DE DEPORTES». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. Incluido en CD-ROM del primer semestre de 1994. Mayúsculas no acentuadas en el original	MADRID.– El próximo domingo se celebrará en el Palacio de los Deportes de la Comunidad de Madrid el XII Trofeo Internacional Villa de Madrid de selecciones de kárate. Tomarán parte Gran Bretaña, Francia, Argentina y España, que contará con José Manuel Egea, hexacampeón del mundo y trece veces campeón de Europa. EL MUNDO
«BREVES de DEPORTES». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	España, favorita en kárate
«BREVES de DEPORTES». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	MADRID.— La selección española de kárate parte entre las favoritas en el Mundial de kárate, que tendrá lugar en Kota Kinabalu (Malasia) del 8 al 11 de diciembre. El equipo que entrena Pedro Egea logró tres medallas de oro, tres de plata y cuatro de bronce en la última edición de esta competición. EL MUNDO
«BREVES de DEPORTES». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	MADRID.— La selección española de kárate parte entre las favoritas en el Mundial de kárate, que tendrá lugar en Kota Kinabalu (Malasia) del 8 al 11 de diciembre. El equipo que entrena Pedro Egea logró tres medallas de oro, tres de plata y cuatro de bronce en la última edición de esta competición. EL MUNDO
«El incidente se registró poco antes de que Manzano inaugurara una obra». El Mundo. Madrid: Unidad Editorial, 1995.		El Mundo	1994	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano	En un comunicado conjunto difundido por los sindicatos se afirma que también resultó herido con diversas lesiones un delegado sindical al que un escolta del alcalde hizo una llave de kárate. Este sindicalista fue atendido en la casa de socorro de Retiro.
Lindo, Elvira: La ley de la selva. Madrid: Antonio Machado, 1996.	Lindo, Elvira	La ley de la selva	1995	Fecha de estreno	Ficción	Escrito	Libro	Teatro	España			Este autor no coloca tilde en las vocales mayusculas iniciales	Rick Si te advierto que el japonés se recupera... Ya le ha pasado dos o tres veces y siempre sale adelante. Los japoneses tienen una constitución muy fuerte, ¿no ves que hacen karate desde pequeños? Como Karate Kid, como Los siete samurais... Ya. El japonés te importa un pimiento. ¿Te importa un pimiento el japonés?
Lindo, Elvira: La ley de la selva. Madrid: Antonio Machado, 1996.	Lindo, Elvira	La ley de la selva	1995	Fecha de estreno	Ficción	Escrito	Libro	Teatro	España			Este autor no coloca tilde en las vocales mayusculas iniciales	Rick Si te advierto que el japonés se recupera... Ya le ha pasado dos o tres veces y siempre sale adelante. Los japoneses tienen una constitución muy fuerte, ¿no ves que hacen karate desde pequeños? Como Karate Kid, como Los siete samurais... Ya. El japonés te importa un pimiento. ¿Te importa un pimiento el japonés?
«Apto para menores». El Mundo. Madrid: Unidad Editorial, 1996.		El Mundo	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano	un valor terapéutico, de catarsis ante los sinsabores domésticos, no estamos muy seguros de que los personajes de Bésame Licia —retorcidos, obsesivos, torturados psicológicamente— sean los más recomendables para los niños, personalidades muy porosas y en formación, que ya por la tele descubren que la vida es, además de mamporros y kárate, un valle de lágrimas.
Pozo, Raúl del: Noche de tahúres. Barcelona: Plaza y Janés, 1995.	Pozo, Raúl del	Noche de tahúres	1995	Primera edición	Ficción	Escrito	Libro	Novela	España				con agua bendita, porque es muy devoto, pidió el cepillo, lo pasó entre los fieles, y al llegar a Pedrito, le cortó la oreja, sin que nadie se enterara. «Entrégala al señor por negar a Cristo, como Pedro.» Dio muchas palizas, es cinturón negro de kárate.
«DRAGÓN: LA VIDA DE BRUCE LEE». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	Repasa esta película, dirigida por Rob Cohen, la vida y obra del legendario Bruce Lee, indiscutible maestro del cine de karate, muerto en circunstancias tan trágicas como las de su propio hijo, el también actor Brandon Lee. Jason Scott Lee, luego protagonista de "Rapa Nui", imita con solvencia gestos, tics y movimientos característicos de Lee y aporta un físico pasablemente parecido al del biografiado. Pero la película resulta excesivamente llana y convencional,
«LA FURIA DE CHICAGO». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	El sucesor de Bruce Lee se hizo dirigir por un sólido artesano en el oficio y se acompañó de algún actor de rancio prestigio en este filme, que mezcla el karate con las historias de gangsters.
«Mallorca mantiene a sus fieles.». La Vanguardia. Barcelona: T.I.S.A, 1995.		La Vanguardia	1995	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Versión realizada sobre texto plano. En el texto no se acentúan nunca las mayúsculas	A decir verdad, si hay alguien inquieto estos días en la isla es el alcalde de Palma. Joan Fageda, nacido en Olot y cinturón negro de karate, no ha tenido más remedio que bajar las tarifas del suministro de agua porque, contra lo prometido, de los grifos de los vecinos de la capital (y de los turistas) ha vuelto a manar. No ha bastado la operación Barco, el agua del Ebro que el "Móstoles" trae desde
«Toda una familia detenida como responsable del crimen de Eric». ABC Color. Asunción: una.py/sitios/ABC, 1996-09-10.		ABC Color	1996	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Paraguay	Río de la Plata		Versión realizada sobre texto marcado HTML	Los encargados de las pesquisas manejan la posibilidad de que ese día 28 de agosto José Quintana, quien practica karate, haya matado accidentalmente al pequeño y luego con ayuda de la familia escondió el cuerpo.
«&#34;Expo China 96&#34;». Dedom. Santo Domingo: Teleduca S.A., 1996-11-02.		Dedom	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	República Dominicana	Antillas		Versión realizada sobre texto marcado HTML. Sistemáticamente no se acentúan las mayúsculas	Se espera una masiva afluencia de público, ya que se ofrecerán actividades artísticas, karate, videos y rifas. (El Nacional).
«¿No le parece?». Diario de Yucatán. Yucatán: La Tribuna, 1996-09-12.		Diario de Yucatán	1996	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	México	México y Centroamérica		Versión realizada sobre texto marcado HTML. Mayúsculas sin acentuar en el original	además muy válido que como padres tratemos de corregir en nuestros hijos lo que, con honestidad observamos que ha estado incompleto o defectuoso en nosotros mismos. Así, les procuramos la mejor escuela que esté a nuestro alcance y si es bilingüe, mucho mejor. Tratamos de llevarlos a cuantas clases sea posible: inglés, karate, ballet, guitarra, jazz, natación, y cualquier otra que se nos ocurra o que se ponga de moda. Les proporcionamos los mejores alimentos y vestidos que podamos (lo que en estas épocas es cada vez más difícil), nos preocupamos por su salud, vacunas y apariencia general. Todo eso está muy
«TELEFONAZOS EN LA NOCHE». Revista Hoy. Chile: reuna.cl/hoy, 1996-07-13.		Revista Hoy	1996	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Chile	Chilena		Revista semanal. Versión realizada sobre texto marcado HTML	Tiene escaso comercio: no hay más que un par de peluquerías, un café llamado Cyber Cofee, una importadora de juguetes (en cuya vitrina destaca un Doctor Spok de goma), un negocio de aparatos telefónicos, una academia de karate y otro café —nocturno y subterráneo— bautizado con el literario mote de Yo Claudio.
«Marcela Quirós y Adriana Quirós Redactoras de La Nación». La Nación. San José: nacion.co.cr, 1996-11-27.		La Nación	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Costa Rica	México y Centroamérica		Versión realizada sobre texto marcado HTML	de 7 a 9 años y de 10 a 12 años), defensa personal y judo ( de 6 a 15 años), aeróbicos y step (mayores de 12 años), bailes populares (mayores de 12 años), estimulación temprana (3 a 8 meses y de 8 meses a 1 año), kárate (de 7 años en adelante), esgrima (de nueve a 15 años), curso paquete acondicionamiento físico, voleibol y softbol (niños de siete a 13 años), natación (mayores de 14 años).
«En su lucha contra el destape, el Gobierno mexicano ya ha decomisado miles de ejemplares en tres operaciones policiales». El Mundo. Madrid: Unidad Editorial, 1997.		El Mundo	1996	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	España			Versión realizada sobre texto plano. No se acentúan nunca las mayúsculas	El cargamento venía camuflado debajo de novelas de vaqueros y revistas de kárate. «El primer envío también aseguraba que se trataba de libros infantiles y revistas de moda. Sin embargo, debajo encontramos publicaciones que hablaban sobre prostitución de menores y niños de alquiler, e imágenes de adultos vestidos de monjas y sacerdotes realizando actos pornográficos», añadió el comandante portuario.
«ELVIS '56». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1996-07-21.		Proceso	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML. No se acentúan las mayúsculas	Hacia 1990, el doctor Nichopoulus escribió ¿Quién mató a Elvis Presley?, libro donde dice que la muerte de Elvis fue un golpe de karate que le rompió el cuello. Este médico de cabecera de El rey había sido acusado de recetarle en demasía los somníferos que le hallaron en la autopsia.
«LA ASAMBLEA». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1996-08-25.		Proceso	1996	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML. No se acentúan las mayúsculas	Las 19 federaciones que no son olímpicas pero están afiliadas al COM son: Actividades Subacuáticas, Aeronáutica, Excursionismo y Montañismo, Deportes sobre Patines de Ruedas, Motociclismo, Ajedrez, Billar, Boliche, Charrería, Esquí Acuático, Frontón, Polo, Racquetbol, Golf, Karate, Kendo, Motonáutica, Squash y Arte y Cultura Deportiva. Tienen derecho a un voto.
«Testimonios de cineastas latinoamericanos sobre la pesadilla de filmar en sus países». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1996-10-27.		Proceso	1996	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML	. "Se hacían un promedio de 12 películas al año y varias de ellas obtuvieron más éxito comercial que las películas norteamericanas. Destacan los casos de Cangrejo, que dejó atrás a ET y Rocky 3 en 1982, o de Homicidio culposo, que entusiasmó a 1,300,000 espectadores en 1984, récord que no lograron ni Karate Kid, ni Indiana Jones. En 1985, seis de las diez películas más exitosas a nivel comercial fueron venezolanas, cuatro millones de espectadores aplaudieron Oriana, película que obtuvo la Camera de Oro de la Primera Obra en el Festival de Cannes. Pero a partir de 1987 el derrumbe económico del país golpeó de frente a nuestra industria cinematográfica, que entró en recesión.
«Los 1,100 capellanes de las Fuerzas Armadas de Estados Unidos son &#34;la conciencia del sistema militar&#34;, dice el primer obispo hispano castrense, de padres mexicanos». Proceso. México D.F.: APRO: Agencia de Información Proceso, 1996-12-22.		Proceso	1996	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	México	México y Centroamérica		Semanario de información y análisis. Versión realizada sobre texto marcado HTML. No acentúan las mayúsculas	, el capellán aprende sólo a defenderse. En la Guerra del Golfo, por ejemplo, algunos de ellos tuvieron que pasar varias noches enterrados en la arena. Si no supieran defenderse, hubiera sido muy arriesgado estar ahí. Yo estoy de acuerdo con la defensa personal. Si tuviera una hija, seguramente le enseñaría karate.
