BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Vargas Llosa, Mario: La tía Julia y el escribidor. Barcelona: Seix Barral, 1996.	Vargas Llosa, Mario	La tía Julia y el escribidor	1977	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina			escaso renombre —¿Argentina o algo así?—, que se presentaron a jugar con los zapatos acorazados de clavos y rodilleras y coderas que, en verdad, eran instrumentos para malherir al adversario. Sin atender a sus argumentos (por lo demás ciertos) de que en su país era costumbre jugar al fútbol así —¿cabeceándolo con la tortura y el crimen?—, Joaquín Hinostroza Bellmont los fue expulsando de la cancha, hasta que el equipo peruano ganó técnicamente por falta de competidores. El árbitro, por supuesto, salió en hombros de la multitud y Sarita Huanca Salaverría, cuando estuvieron solos, —¿arranque de peruanidad? ¿sensiblería
Vargas Llosa, Mario: La tía Julia y el escribidor. Barcelona: Seix Barral, 1996.	Vargas Llosa, Mario	La tía Julia y el escribidor	1977	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina			Nadie podrá decir que Crisanto Maravillas tuvo una infancia semejante a la de otros niños del tradicional barrio donde le tocó nacer. Para desgracia o fortuna suya, su esmirriado organismo no le permitió compartir ninguna de esas actividades que iban cuajando el cuerpo y  el espíritu de los muchachos de la vecindad: no jugó al fútbol con pelota de trapo, nunca pudo boxear en un ring ni trompearse en una esquina, jamás participó en esos combates a honda, pedrada o puntapié, que, en las calles de la vieja Lima, enfrentaban a los muchachos de la Plaza de Santa Ana con las pandillas del Chirimoyo, de Cocharcas, de
Vargas Llosa, Mario: La tía Julia y el escribidor. Barcelona: Seix Barral, 1996.	Vargas Llosa, Mario	La tía Julia y el escribidor	1977	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina			rebajadas para no perder anunciantes. Pero el asunto no resultó demasiado terrible para los Genaros, quienes, siempre inventivos y dinámicos, encontraron una nueva mina de oro con un programa llamado Responda Por Sesenta y Cuatro Mil Soles. Se propalaba desde el cine Le Paris, y en él, candidatos eruditos en materias diversas (automóviles, Sófocles, fútbol, los Incas) respondían preguntas por cantidades que podían llegar hasta esa suma. A través de Genaro-hijo, con quien (ahora muy  de vez en cuando) tomaba cafecitos en el Bransa de La Colmena, seguía los pasos de Pedro Camacho. Estuvo cerca de un mes en la clínica privada del Dr. Delgado, pero como resultaba muy cara
Vargas Llosa, Mario: La tía Julia y el escribidor. Barcelona: Seix Barral, 1996.	Vargas Llosa, Mario	La tía Julia y el escribidor	1977	Primera edición	Ficción	Escrito	Libro	Novela	Perú	Andina			Ser portero no era un trabajo matador: anunciar a las visitas, informarles cómo estaban repartidas las secciones de la Televisión, poner orden en las colas para asistir a las audiciones. El resto del tiempo se lo pasaba discutiendo de fútbol con el policía de la esquina. Pero, además —y chasqueó la lengua, saboreando una reminiscencia  grata—, con los meses, un aspecto de su trabajo fue ir, todos los mediodías, a comprar esas empanaditas de queso y de carne que hacen en el Berisso, la bodega que está en Arenales,
«KUBALA TEME QUE EL SORTEO LE OBLIGUE A JUGAR EN MAR DEL PLATA CONTRA HUNGRÍA». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	la canícula porteña está presidido por la inquietud automovilística de su Gran Premio de Fórmula 1 y la rivalidad entre Fittipaldi, Reuteman y Lauda, que este domingo, cuando España haya entrado ya en la noche, disputarán la primera carrera del año, y la alegría por la inminencia del Campeonato del Mundo de Fútbol, que abrirá sus fastos el día 1 de junio de este año, en el estadio del River Plate.
«KUBALA TEME QUE EL SORTEO LE OBLIGUE A JUGAR EN MAR DEL PLATA CONTRA HUNGRÍA». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Me decía Kubala esta mañana que, en esta fase de octavos de final, el adversario que más le desagradaría sería Hungría. Los magiares, me ha dicho, tienen actualmente un fútbol muy duro, áspero, difícil, de un marcaje sin concesiones. Se están preparando en forma muy concienzuda y estudiada. Llevan —continuó— más de sesenta días efectuando un entrenamiento invernal, orientado sólo al mundial de junio. Claro que si nos corresponde jugar contra ellos en Mar del Plata, única sede en la que
«KUBALA TEME QUE EL SORTEO LE OBLIGUE A JUGAR EN MAR DEL PLATA CONTRA HUNGRÍA». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	LA MADUREZ DEL FÚTBOL ESPAÑOL
«KUBALA TEME QUE EL SORTEO LE OBLIGUE A JUGAR EN MAR DEL PLATA CONTRA HUNGRÍA». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Artemio Franchi, vicepresidente de la F. I. F. A. y primera personalidad del balompié europeo, no se recató en decir: «El fútbol español en esta exposición da una prueba de su madurez y de su plenitud. Ya ahora podría organizar el Campeonato del Mundo. Estoy asombrado, no de los estadios, que como dirigente europeo ya conozco, sino de la meticulosidad, previsión, cuidado y rigor con que el Comité organizador de 1982 ha examinado los
«KUBALA TEME QUE EL SORTEO LE OBLIGUE A JUGAR EN MAR DEL PLATA CONTRA HUNGRÍA». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El secretario de la F. I. F. A., Helmunt Kasser, experto en seis Copas del Mundo, explicó: «El Comité de 1982 ha examinado a fondo los problemas que, generalmente, las Federaciones que organizan el Mundial atacan demasiado tarde. Por lo que he comprobado, el fútbol español ha examinado todos los problemas que comporta un Mundial, se ha enfrentado con ellos y los ha solucionado, o hallado el camino y los medios para lograrlo; estoy sorprendido, admirado y contento». Así continuaron los comentarios. Mañana, con la inauguración oficial, a la que asistirán los enviados especiales de la Prensa
«KUBALA TEME QUE EL SORTEO LE OBLIGUE A JUGAR EN MAR DEL PLATA CONTRA HUNGRÍA». ABC. Madrid: Prensa Española, S.A., 1978-01-14.		ABC	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	enfrentado con ellos y los ha solucionado, o hallado el camino y los medios para lograrlo; estoy sorprendido, admirado y contento». Así continuaron los comentarios. Mañana, con la inauguración oficial, a la que asistirán los enviados especiales de la Prensa mundial, así como los periodistas argentinos, tendremos otra visión de cómo el fútbol español se ha enfrentado con la organización de un Campeonato del Mundo, un Mundial que se presenta bajo las mejores perspectivas.– Andrés MERCE VARELA.
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	toda la vida por delitos no cometidos, niños a los que una rata había arrancado una oreja, mujeres que habían pasado años atadas a la pata de un cama. Se prometían premios de fábula al desgraciado más desgraciado de todos. Algunos llevaban al canal su propia hinchada. Los hinchas deliraban como en el fútbol: «¡Ya  ganó!», «¡Ya ganó!», gritaba el gentío desde la platea.
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	En Montevideo lo acompañé a las reuniones políticas y a los actos; fuimos juntos al fútbol; compartimos la comida y los tragos, las milongas. Lo emocionaba la alegría de la multitud en las tribunas, el modo popular de celebrar los goles y las buenas jugadas, el estrépito de los tamboriles y los cohetes, las lluvias de papelitos de colores. Adoraba el panqueque de manzanas en el Morini viejo y
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	Ucrania ocupada por los nazis. Los alemanes organizan un partido de fútbol. La selección nacional de sus fuerzas armadas contra el Dínamo de Kiev, formado por obreros de la fábrica de paños: los super-hombres contra los muertos de hambre.
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	todos nosotros. Y el más feo. Hay feos que al menos pueden decir: «Yo soy feo, pero simétrico.» Él no. Tenía la cara chueca. Se defendía diciendo que no había nacido así. Así lo habían dejado, decía. Primero un ladrillazo en la nariz cuando jugaba al fútbol, por culpa de un penal dudoso. Después, una pedrada en el ojo derecho. Después, el botellazo de un marido con sospechas. Después, las biabas de los milicos de El Salvador, que no comprendían su pasión por el marxismo-leninismo. Después, una misteriosa paliza en una esquina de la Malá Strana, en Praga
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	El año pasado íbamos a jugar al fútbol a Palermo, todos los miércoles de mañana. Atrás, Vicente era el dueño del área. Adelante, arremetía con todo. Me gustaba servirle los corners para que la metiera de cabeza. «¡Bien, Eduardo! », me gritaba siempre, hasta cuando yo, chambón de nacimiento, erraba los
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	Ahora no vamos a jugar al fútbol.
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	Volveré a las calles que bajan al mar y que antes eran un puro descampado, los campos de guerra y fútbol de los primeros años. Allí peleábamos con palos y piedras. Pintábamos ojos y fauces espantosas en los gajos de los troncos de las palmeras, que nos servían de escudos. Ir a comprar ravioles era una aventura. Había que atravesar territorio enemigo. En esos baldíos de la costa me dejaron los dientes chuecos y mi
Galeano, Eduardo: Días y noches de amor y de guerra. Barcelona: Laia, 1979.	Galeano, Eduardo	Días y noches de amor y de guerra	1978	Primera edición	No ficción	Escrito	Libro	Ciencias sociales, creencias y pensamiento	Uruguay	Río de la Plata		Premio Casa de las Américas, 1978. Se trata de una serie de fragmentos de pensamientos o recuerdos del autor, un texto que bordea la ficción pero que no encaja en las categorías de novela o relatos.	Nos faltaba edad para arrepentirnos de la alegría. A las tres de la mañana, cuando terminaba la tarea, abríamos cancha entre los escritorios de la redacción y jugábamos al fútbol con una pelota de papel. A veces el que hacía de juez se vendía por un plato de lentejas o un cigarrito negro y entonces volaban las piñas hasta que del taller subían el primer ejemplar del diario, oloroso de tinta, manchado de dedos, recién nacido de la boca de la rotativa. Eso
«Los mejor dotados». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	— No, porque allá tendría que jugar béisbol o rugby. Con el fútbol queda más amarrado.
«El sabor de folklore». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	Los partidos de fútbol, con apuestas de 2 mil novillos y toneladas de vino por equipo. Jugadores de 3 metros, que de un pelotazo lo dejaron inconsciente 18 meses. Viajes desde Argentina a Chile cruzando la cordillera en cóndor. Y para que no se cayeran él (el Mentiroso) ni su "macho" (la mula, que
«El sabor de folklore». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Ciencias sociales, creencias y pensamiento	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	"Si los niños de Caraquina nos enseñan cantos, no podemos retribuirles con una pelota de fútbol o un televisor, porque en el Altiplano rompería todos los esquemas familiares. Además que no tendrían donde enchufar el televisor".
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	FÚTBOL PROFESIONAL
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	Cinco meses de esfuerzos del fútbol profesional para conseguir un aumento en el aporte que le entrega la Polla Gol comenzaron a fructificar. La Dirección General de Deportes y Recreación, Digeder, propuso a la Asociación Central de Fútbol (ACF) una fórmula que significaría un alivio sustancial en los presupuestos anuales de los clubes de Primera y Segunda División, gracias al
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	Cinco meses de esfuerzos del fútbol profesional para conseguir un aumento en el aporte que le entrega la Polla Gol comenzaron a fructificar. La Dirección General de Deportes y Recreación, Digeder, propuso a la Asociación Central de Fútbol (ACF) una fórmula que significaría un alivio sustancial en los presupuestos anuales de los clubes de Primera y Segunda División, gracias al dinero que entregue el Concurso de Pronósticos Deportivos.
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	La oferta que formuló al balompié Jorge Ehlers, director de la Digeder, se funda en un tecnicismo que no hará necesario modificar la ley promulgada en diciembre de 1975, en virtud de la cual se fija la distribución de lo recaudado en el juego semanal de cartillas. Las instituciones del fútbol aspiraban a un porcentaje fijo: que se alzara el 2 por ciento que actualmente les corresponde, al 10 ó 12. La idea era que los dineros salieran del 42 por ciento que recibe la Digeder para ir en ayuda del deporte.
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	La proposición de Ehlers, contenida en una carta, pone aparente fin a una controversia que adquirió acidez verbal. Exasperados por la demora en concretar un acuerdo, algunos dirigentes de clubes descalificaron al director de la Digeder, quien, a su vez, llegó a declarar que el torneo de fútbol rentado chileno era perfectamente prescindible como base para el juego de la Polla.
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	Algunos presidentes de clubes estimaron que Ehlers había practicado una rendija y por ella entraba la luz. Crovari da un alcance mucho más optimista a la carta de Digeder y estima que lo que se abrió fue un portón, "porque antes no había nada y ahora se ha reconocido al fútbol su importancia decisiva para la Polla Gol".
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	Fútbol profesional: internándose —por primera vez— en la posibilidad de autofinanciarse
«En el umbral del financiamiento». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	— A pesar de todo, nunca se interrumpió el diálogo que teníamos con la Federación de Fútbol (de la que depende la ACF). Los clubes han aceptado nuestra oferta y esperamos que nos envíen los antecedentes. Lo único que falta es ponerse de acuerdo en los detalles.
«Agresividad deportiva». Revista Hoy. Santiago de Chile: 1978-02-07.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	La Universidad Técnica se propuso en 1976 impulsar las prácticas deportivas en su alumnado, para colaborar al desarrollo integral de los estudiantes. A través de la Dirección de Deportes y Recreación y con la asesoría del técnico en educación física y entrenador de fútbol de Washington Urrutia, se puso en marcha el programa que seguía la ruta del que aplicaba la UC. Bajo un lema ("Campaña del Universitario Físicamente Apto") se construyeron canchas de tenis, dos piscinas y se arregló la pista del estadio de la universidad. Los deportistas de alto nivel fueron incorporados
«Horas difíciles». Revista Hoy. Santiago de Chile: 1978-11-14.		Revista Hoy	1978	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	Chile	Chilena		Procesado por medio de un programa de reconocimiento de voz	El ambiente argentino, antes y después del 2 de noviembre, fue inapto para cardíacos. Los únicos que olvidaron la tensión fueron los hinchas del modesto club de fútbol Quilmes, de Buenos Aires, que obtuvo el título de campeón de la competencia metropolitana. Los fanáticos hicieron sonar sus trompetas, matracas y bombos para festejar la primera gran victoria de su historial deportivo. Un joven porteño se pasó: dio la vuelta olímpica en el estadio de Quilmes en forma poco tradicional: de rodillas.
«Perfilada la alineación italiana con España». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La selección italiana de fútbol que se enfrentará a España el próximo 25 de enero ya la tiene perfilada el seleccionador, Enzo Bearzot. Declaró que será la misma que ganó en Lieja por uno a cero a Bélgica hace unos días, con excepción única del portero. La formación italiana será: Castellini; Gentile, Manfredonia, Scirea, Maldera
«Los directivos del fútbol comienzan a abandonar por los problemas económicos». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los directivos del fútbol comienzan a abandonar por los problemas económicos
«Los directivos del fútbol comienzan a abandonar por los problemas económicos». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La mala situación económica por la que pasan la mayoría de los clubs españoles de fútbol comienza a dejarse ver de una manera real. Ayer el presidente del Cartagena —cuarto clasificado del grupo quinto de Tercera División— presentó su dimisión, por las numerosas dificultades económicas por las que atraviesa el club. El próximo desplazamiento del equipo ya representa un gran problema, debido a que se necesitan 100.000
«Kareem Abdul-Jabbar, el mejor baloncestista del mundo. La temporada del baloncesto profesional norteamericano, la liga de la NBA, se encuentra ya en pleno apogeo tras sus comienzos hace varias semanas. El mejor basket del mundo es una de las grandes atracciones &mdash;junto al fútbol profesional, que termina su temporada el día 15&mdash; en el deporte invernal de los Estados Unidos. No resulta nada extraño porque los protagonistas son verdaderas estrellas del deporte de la canasta. En la imagen, Kareem Abdul-Jabbar &mdash;ex Lew Alcindor&mdash; considerado el mejor jugador del mundo, convertido hace años a la religión musulmana, como Muhaminad Ali &mdash;ex Cassius Clay&mdash; logra la posesión del balón ante Bob Mc Adoo, otro de los «gloriosos veteranos». El encuentro, jugado el martes por la noche en Nueva York, enfrentó a los Angeles Lakers de Kareem, subcampeones de la última temporada, a los New York Knicks de Mc Adoo, varias veces ganadores de la liga de la NBA y uno de los equipos más potentes.». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Kareem Abdul-Jabbar, el mejor baloncestista del mundo. La temporada del baloncesto profesional norteamericano, la liga de la NBA, se encuentra ya en pleno apogeo tras sus comienzos hace varias semanas. El mejor basket del mundo es una de las grandes atracciones —junto al fútbol profesional, que termina su temporada el día 15— en el deporte invernal de los Estados Unidos. No resulta nada extraño porque los protagonistas son verdaderas estrellas del deporte de la canasta. En la imagen, Kareem Abdul-Jabbar —ex Lew Alcindor— considerado el mejor jugador del mundo, convertido hace años a la religión musulmana
«D'Alessandro será dado de alta en quince días». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por otra parte, el Salamanca ha recibido promesas de la Federación Española de Fútbol y del Consejo Superior de Deportes en el sentido de que se agilizarán los trámites para legalizar la ficha del portero uruguayo Pereira, que podría ser alineado incluso el próximo domingo, aunque todavía falta algún documento.
«D'Alessandro será dado de alta en quince días». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	En el Salamanca se desconocía ayer la posibilidad de que la Federación. Española de Fútbol retire la ficha a D'Alessandro. La Mutualidad de Futbolistas ha recomendado siempre a la Federación esta medida cuando a un jugador le fue extirpado un riñón. El Salamanca, al conocer esta posibilidad, no quiso pronunciarse al respecto argumentando que ahora lo que sólo interesa es la plena recuperación del jugador.
«Los jugadores de la selección no pidieron un millón por ir al Mundial». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los jugadores de la selección española de fútbol no han pedido un fijo de un millón de pesetas por acudir al Mundial de Argentina. En este sentido, hay que consignar el hecho cierto de que el presidente de la Federación Española de Fútbol, Pablo Porta, habló con Pirri, como representante de los seleccionados, de distintos pormenores acerca del próximo campeonato del
«Los jugadores de la selección no pidieron un millón por ir al Mundial». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Los jugadores de la selección española de fútbol no han pedido un fijo de un millón de pesetas por acudir al Mundial de Argentina. En este sentido, hay que consignar el hecho cierto de que el presidente de la Federación Española de Fútbol, Pablo Porta, habló con Pirri, como representante de los seleccionados, de distintos pormenores acerca del próximo campeonato del mundo. Al llegar al capítulo primas, se acordó que estas se establecerían de acuerdo al sistema que adopten las federaciones de la República Federal de Alemania y de Italia.
«Geñupi, sancionado por una agresión &#34;fantasma&#34;». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El Comité de Competición de la Federación Española de Fútbol sancionó ayer con dos partidos al capitán santanderino Geñupi, expulsado el sábado pasado en su encuentro contra el Real Madrid. La nota señala que «por agresión a un contrario sin originar daño ni lesión y careciendo de antecedentes por actos de la misma naturaleza». Geñupi, al parecer, sólo agredió a ojos de
«Profunda reestructuración del fútbol inglés». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Profunda reestructuración del fútbol inglés
«Profunda reestructuración del fútbol inglés». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Inglesa de Fútbol ha elaborado un plan de reestructuración del fútbol inglés, del que se ha nombrado máximo responsable a Ron Greenwood, tras la eliminación del Mundial de Argentina.
«Profunda reestructuración del fútbol inglés». El País. Madrid: Diario El País, S.A., 1978-01-05.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	La Federación Inglesa de Fútbol ha elaborado un plan de reestructuración del fútbol inglés, del que se ha nombrado máximo responsable a Ron Greenwood, tras la eliminación del Mundial de Argentina.
«D'Alessandro prepara su retorno con fe». El País. Madrid: Diario El País, S.A., 1978-04-13.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Se da por seguro que se le autorice para volver al fútbol
«D'Alessandro prepara su retorno con fe». El País. Madrid: Diario El País, S.A., 1978-04-13.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	lo primero; pero es que tengo todo tipo de garantías y sé que no va a ocurrir nada. Y necesito esto para vivir. La gente cree que soy rico porque tengo una tienda de deportes, pero la verdad es que aún estoy poniendo en marcha ese negocio. Necesito el complemento de mis ingresos en el fútbol para consolidarlo. Quiero y necesito jugar, y me responsabilizo de los riesgos que eso implique.»
«D'Alessandro prepara su retorno con fe». El País. Madrid: Diario El País, S.A., 1978-04-13.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Las cartas, pues, están sobre la mesa. De los pasillos de la Federación se filtra que D'Alessandro podrá seguir en el fútbol. Si es así, dentro de diez días reaparecerá ante el Athletic, justo el equipo contra el que jugaba el día que se lesionó, en la primera vuelta.
«JUAN-JOSÉ FERNÁNDEZ». El País. Madrid: Diario El País, S.A., 1978-04-13.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El guardameta del Salamanca Jorge D'Alessandro, puede tener mañana la autorización oficial para volver a jugar al fútbol. En ese caso, además, el permiso federativo vendría con la cláusula significativa de «bajo su exclusiva responsabilidad». En efecto, por muchas opiniones médicas que se den a favor de su vuelta a los terrenos de juego, el hecho real es que al gran jugador y mejor persona, no le podrá
«El Barcelona sólo pudo congraciarse con su público». El País. Madrid: Diario El País, S.A., 1978-04-13.		El País	1978	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Aunque el término suerte está un tanto desacreditado en fútbol, sin embargo anoche se pudo utilizar con entera propiedad para el Barcelona, porque demostró una superioridad neta sobre un cuadro holandés que no jugó nunca a la altura de su fama.
