BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Existen otros factores discutibles, con aspectos que a primera vista aparecen a la vez como positivos y como negativos. Tales podrían ser: el deporte como «show». 1. Diversifico aquí la expresión deporte-«show» de la de deporte-espectáculo, puesto que la significación de este último abarca la del primero (espectáculo espectacular y artificialmente montado) y otras más amplias. Se refiere netamente al deporte al servicio de ciertas propagandas comerciales, integradas en cadenas de explotación de valores, con frecuencia ofrecidos artificialmente. ¿Sería una función o una disfunción? ¿
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				positivos y como negativos. Tales podrían ser: el deporte como «show». 1. Diversifico aquí la expresión deporte-«show» de la de deporte-espectáculo, puesto que la significación de este último abarca la del primero (espectáculo espectacular y artificialmente montado) y otras más amplias. Se refiere netamente al deporte al servicio de ciertas propagandas comerciales, integradas en cadenas de explotación de valores, con frecuencia ofrecidos artificialmente. ¿Sería una función o una disfunción? ¿Valor positivo o derivación un tanto degenerada del deporte espectáculo?
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				del primero (espectáculo espectacular y artificialmente montado) y otras más amplias. Se refiere netamente al deporte al servicio de ciertas propagandas comerciales, integradas en cadenas de explotación de valores, con frecuencia ofrecidos artificialmente. ¿Sería una función o una disfunción? ¿Valor positivo o derivación un tanto degenerada del deporte espectáculo?
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte-circo supone también una derivación extrema del deporte-espectáculo. Sería el espectáculo deportivo llevado al «más difícil todavía», directamente ligado al deporte-éxito o deporte-resultado (Leistungssport); pero valorado no desde una confrontación de logro personal, sino más bien desde un logro exhibido. Puede ser considerado como un positivo valor social y
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte-circo supone también una derivación extrema del deporte-espectáculo. Sería el espectáculo deportivo llevado al «más difícil todavía», directamente ligado al deporte-éxito o deporte-resultado (Leistungssport); pero valorado no desde una confrontación de logro personal, sino más bien desde un logro exhibido. Puede ser considerado como un positivo valor social y humano. Pero también dicho valor puede ser
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte-circo supone también una derivación extrema del deporte-espectáculo. Sería el espectáculo deportivo llevado al «más difícil todavía», directamente ligado al deporte-éxito o deporte-resultado (Leistungssport); pero valorado no desde una confrontación de logro personal, sino más bien desde un logro exhibido. Puede ser considerado como un positivo valor social y humano. Pero también dicho valor puede ser discutido desde el punto de vista que parte de la primera realidad constitutiva del deporte.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				ligado al deporte-éxito o deporte-resultado (Leistungssport); pero valorado no desde una confrontación de logro personal, sino más bien desde un logro exhibido. Puede ser considerado como un positivo valor social y humano. Pero también dicho valor puede ser discutido desde el punto de vista que parte de la primera realidad constitutiva del deporte.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte-resultado es usado como producto transferible, vendible en el ambiente de la sociedad de consumo. Del deporte entendido como elemento creador, «productor», se ha pasado en amplios sectores al deporte-producto.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte-resultado es usado como producto transferible, vendible en el ambiente de la sociedad de consumo. Del deporte entendido como elemento creador, «productor», se ha pasado en amplios sectores al deporte-producto.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte-resultado es usado como producto transferible, vendible en el ambiente de la sociedad de consumo. Del deporte entendido como elemento creador, «productor», se ha pasado en amplios sectores al deporte-producto.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Parece ser que a estas alturas el esquema funcionalista, útil por muchos conceptos, le queda un tanto estrecho al amplio suceso del deporte. Indudablemente, éste cumple muchas funciones. Pero ni todas son características de él, ni pueden ser tratadas a unos mismos niveles. El deporte comporta, además, disfunciones, términos medios, efectos de resultados inclasificables, cuya confrontación axiológica lleva a enormes perplejidades e incluso contradicciones.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Parece ser que a estas alturas el esquema funcionalista, útil por muchos conceptos, le queda un tanto estrecho al amplio suceso del deporte. Indudablemente, éste cumple muchas funciones. Pero ni todas son características de él, ni pueden ser tratadas a unos mismos niveles. El deporte comporta, además, disfunciones, términos medios, efectos de resultados inclasificables, cuya confrontación axiológica lleva a enormes perplejidades e incluso contradicciones.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Por ello, evitando un marco preconcebido de análisis que fuerce a esquemas rígidos, quizá pueda resultar útil la simple exposición, con un mínimo apunte ordenatorio y clasificatorio, de las realidades sociales que constituyen en la época actual el deporte, sean éstas funciones, «roles», factores, cometidos, implicaciones, condicionamientos... disfunciones, derivaciones, degeneraciones... pero que en el lenguaje común, en el que habla el pueblo y al pueblo se le ofrece en los medios masivos de información, se hallan comprendidas, aceptadas, implicadas en lo que
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				funciones, «roles», factores, cometidos, implicaciones, condicionamientos... disfunciones, derivaciones, degeneraciones... pero que en el lenguaje común, en el que habla el pueblo y al pueblo se le ofrece en los medios masivos de información, se hallan comprendidas, aceptadas, implicadas en lo que se entiende por deporte.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Es curioso observar cómo el deporte, al igual que otros ámbitos de la vida humana, soporta el embate, la presión de las fuerzas características de nuestra época, como en otros períodos aceptó las presiones de su tiempo. Producción, consumo, desarrollo, agresividad política «desbelicizada» (permítaseme la expresión) —o agresividad bélica disimulada, derivada—
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				» (permítaseme la expresión) —o agresividad bélica disimulada, derivada— han invadido hoy la esfera de la actividad y estructura deportivas, y han creado nuevas realidades, derivaciones, ciertas superestructuras características. Es decir, en un primario y elemental intento de clasificación se ofrece con lógica la separación de lo que el deporte trae y lo que al deporte le llega y es por éste asimilado.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				) —o agresividad bélica disimulada, derivada— han invadido hoy la esfera de la actividad y estructura deportivas, y han creado nuevas realidades, derivaciones, ciertas superestructuras características. Es decir, en un primario y elemental intento de clasificación se ofrece con lógica la separación de lo que el deporte trae y lo que al deporte le llega y es por éste asimilado.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El deporte es originalmente «praxis»: esfuerzo, impulso, ejercicio, realización, «un juego portador de valor y seriedad, practicado con entrega, integrador y perfeccionador»... (C. DIEM) «una actividad... liberadora, desinteresada y rigurosa... perfeccionamiento de una actividad posterior». (MELCHIORRI). Y a
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				originalmente «praxis»: esfuerzo, impulso, ejercicio, realización, «un juego portador de valor y seriedad, practicado con entrega, integrador y perfeccionador»... (C. DIEM) «una actividad... liberadora, desinteresada y rigurosa... perfeccionamiento de una actividad posterior». (MELCHIORRI). Y al deporte en su evolución le han llegado requerimientos de espectáculo, producto, estamento económico, agente político, etc. y, bajo ciertos aspectos, lo han convertido parcialmente en estas mismas realidades.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Ya de antiguo ha preocupado la división del deporte en puro-impuro, auténtico-inauténtico, verdadero-falso y más recientemente, sobre todo a partir de la problemática alrededor del «amateurismo» hipostasiado por el olimpismo del siglo xx, amateurismo-profesionalismo. Esta última reducción al conflicto económico-remunerativo de la permanente dicotomía, de corte un tanto maniqueísta, pero evidente, reiterativa y presente no sólo en las
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				y más recientemente, sobre todo a partir de la problemática alrededor del «amateurismo» hipostasiado por el olimpismo del siglo xx, amateurismo-profesionalismo. Esta última reducción al conflicto económico-remunerativo de la permanente dicotomía, de corte un tanto maniqueísta, pero evidente, reiterativa y presente no sólo en las mentes de los pensadores del deporte sino hasta en las reglamentaciones y organizaciones, ha ofuscado un tanto el análisis desapasionado de la realidad deportiva, y ésta se ha minimizado. «El pecado negro, execrado del deporte» adjetiva MELCHIORRI a la comercialización económica.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				permanente dicotomía, de corte un tanto maniqueísta, pero evidente, reiterativa y presente no sólo en las mentes de los pensadores del deporte sino hasta en las reglamentaciones y organizaciones, ha ofuscado un tanto el análisis desapasionado de la realidad deportiva, y ésta se ha minimizado. «El pecado negro, execrado del deporte» adjetiva MELCHIORRI a la comercialización económica.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				La polarización amateurismo-profesionalismo no pasa de ser un asunto extrínseco a la entidad misma del deporte en cuanto a expresión humana. Éste, como tantas otras realidades del hombre, podría ser considerado o en su realidad entitativa, o por denominación extrínseca. El deporte entitativamente es «praxis», ejercicio liberador, confrontación personal, realizado activamente.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				La polarización amateurismo-profesionalismo no pasa de ser un asunto extrínseco a la entidad misma del deporte en cuanto a expresión humana. Éste, como tantas otras realidades del hombre, podría ser considerado o en su realidad entitativa, o por denominación extrínseca. El deporte entitativamente es «praxis», ejercicio liberador, confrontación personal, realizado activamente.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Quizá se encuentre más claridad si, del universal abstracto «deporte» se pasa al universal concreto «deportista». El deporte es una conducta humana típica y específica; es un suceso antropológico. El protagonista, el centro del suceso, es el deportista: Un ser humano con una conducta característica, especificada por cierto tipo de «praxis»; un ejercicio liberador, de
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Quizá se encuentre más claridad si, del universal abstracto «deporte» se pasa al universal concreto «deportista». El deporte es una conducta humana típica y específica; es un suceso antropológico. El protagonista, el centro del suceso, es el deportista: Un ser humano con una conducta característica, especificada por cierto tipo de «praxis»; un ejercicio liberador, de talante lúdico, confrontación de capacidades personales, evolucionadas hacia una competitividad.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Esta consideración podría ser expresada según la terminología «yo-circunstancia» de ORTEGA. La circunstancia condiciona y transforma parcialmente el yo. Éste influye y transforma la circunstancia; y, finalmente, la circunstancia-hombre califica, mentaliza, sitúa, emplaza al yo. En esta tercera dinámica, referente exclusivamente El deporte es un verdadero y elemental dramatismo. a la circunstancia humana, se apoya toda la base filosófica existencial de la relación humana sociológica, que dará origen a toda la teoría del «rol», «status», estereotipo, etc.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				aspecto cualquiera, sino algo primariamente aprehensible, originalmente manifestativo. Tal factor o predicamento primariamente evidenciable del deportista es la espectacularidad, o con otra expresión, su virtualidad o capacidad espectacular. La «praxis» deportiva es una «praxis» evidentemente visible, sensible, como puede serlo la actividad humana teatral. El deporte es un verdadero y elemental dramatismo. Por ello, en su primera denominación desde fuera es espectáculo. No es que el deportista realice su actividad con deseo espectacular. Él la realiza impulsado por otro móvil. Pero lo que realiza es directamente «espectacularizable». La primera mirada, observación que le llega desde fuera sin
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				, observación que le llega desde fuera sin abstracciones ni intelectualizaciones le contempla espectacularmente. Por eso se le apostilla como espectáculo. El teatro, sobre todo el que carece de complicación conceptual, es también un espectáculo por primera denominación. Pero la diferencia está en que el teatro nace, se instaura entitativamente en cuanto espectáculo. El deporte, no. Éste lo es consecuentemente, como primitiva denominación. El teatro es una especie concreta del género espectáculo; es espectáculo-teatro. El deporte es sólo espectáculo por primera denominación. Deriva, no en espectáculo-deporte, sino en deporte-espectáculo. El deportista con su «praxis» a cuestas, quiéralo o
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				carece de complicación conceptual, es también un espectáculo por primera denominación. Pero la diferencia está en que el teatro nace, se instaura entitativamente en cuanto espectáculo. El deporte, no. Éste lo es consecuentemente, como primitiva denominación. El teatro es una especie concreta del género espectáculo; es espectáculo-teatro. El deporte es sólo espectáculo por primera denominación. Deriva, no en espectáculo-deporte, sino en deporte-espectáculo. El deportista con su «praxis» a cuestas, quiéralo o no, lleva un espectáculo en sí; porta espectáculo, lo muestra. De este primer predicado espectacular se van a derivar muchas consecuencias.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				. Pero la diferencia está en que el teatro nace, se instaura entitativamente en cuanto espectáculo. El deporte, no. Éste lo es consecuentemente, como primitiva denominación. El teatro es una especie concreta del género espectáculo; es espectáculo-teatro. El deporte es sólo espectáculo por primera denominación. Deriva, no en espectáculo-deporte, sino en deporte-espectáculo. El deportista con su «praxis» a cuestas, quiéralo o no, lleva un espectáculo en sí; porta espectáculo, lo muestra. De este primer predicado espectacular se van a derivar muchas consecuencias.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				está en que el teatro nace, se instaura entitativamente en cuanto espectáculo. El deporte, no. Éste lo es consecuentemente, como primitiva denominación. El teatro es una especie concreta del género espectáculo; es espectáculo-teatro. El deporte es sólo espectáculo por primera denominación. Deriva, no en espectáculo-deporte, sino en deporte-espectáculo. El deportista con su «praxis» a cuestas, quiéralo o no, lleva un espectáculo en sí; porta espectáculo, lo muestra. De este primer predicado espectacular se van a derivar muchas consecuencias.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El pueblo, a pesar de la enorme evolución del deporte, ante la poderosa realidad del moderno deporte-espectáculo, no se ha inventado otra palabra distinta; le sigue llamando deporte. Sin intelectualizaciones ni abstracciones, el pueblo en su lenguaje directo respeta esa primera realidad manifestativa que brota de la misma «praxis» deportiva.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El pueblo, a pesar de la enorme evolución del deporte, ante la poderosa realidad del moderno deporte-espectáculo, no se ha inventado otra palabra distinta; le sigue llamando deporte. Sin intelectualizaciones ni abstracciones, el pueblo en su lenguaje directo respeta esa primera realidad manifestativa que brota de la misma «praxis» deportiva.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				El pueblo, a pesar de la enorme evolución del deporte, ante la poderosa realidad del moderno deporte-espectáculo, no se ha inventado otra palabra distinta; le sigue llamando deporte. Sin intelectualizaciones ni abstracciones, el pueblo en su lenguaje directo respeta esa primera realidad manifestativa que brota de la misma «praxis» deportiva.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				¿De dónde le viene al deporte esta capacidad asombrosa de ser considerado, admirado, requerido, disputado, pagado? Indudablemente de esa espectacularidad que ofrece la misma «praxis». El hombre intentando superarse a sí mismo mediante sus capacidades físicas, compitiendo consecuentemente consigo mismo o con  un adversario, esforzándose por obtener logros inéditos, es un espectáculo
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				adversario, esforzándose por obtener logros inéditos, es un espectáculo; con la particularidad de que, por tratarse de una dinámica de fuerzas elementales —tales son las fuerzas físicas del hombre— este espectáculo es inteligible para todas las mentes, para la del docto y para la del ignorante. El deporte tiene, pues, una espectacularidad de carácter universal.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Por ello, la primera y fundamental clasificación que se impone, partiendo de la misma naturaleza del hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Por ello, la primera y fundamental clasificación que se impone, partiendo de la misma naturaleza del hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Por ello, la primera y fundamental clasificación que se impone, partiendo de la misma naturaleza del hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Por ello, la primera y fundamental clasificación que se impone, partiendo de la misma naturaleza del hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				Por ello, la primera y fundamental clasificación que se impone, partiendo de la misma naturaleza del hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				misma naturaleza del hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				hecho deportivo, es: el deporte como «praxis»; y el deporte como espectáculo. El deporte entitativamente es «praxis»; el deporte extrínsecamente denominado es ante todo espectáculo; del cual se derivará el deporte-resultado, requerido por la sociedad, que puede a su vez conducir al deporte-profesión o al deporte-instrumento.
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				La clasificación dicotómica es casi una constante en la mayor parte de teóricos del deporte. La diversidad se da en la terminología. Está bastante en uso hoy día la clasificación general en: deporte de rendimiento (resultados) («Leistungs-sport», «performance sport», «sport de performance») frente a deporte de ocio o tiempo libre («Freizeitsport», «leisure sport», «
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				La clasificación dicotómica es casi una constante en la mayor parte de teóricos del deporte. La diversidad se da en la terminología. Está bastante en uso hoy día la clasificación general en: deporte de rendimiento (resultados) («Leistungs-sport», «performance sport», «sport de performance») frente a deporte de ocio o tiempo libre («Freizeitsport», «leisure sport», «sport loisir», etc.); o bien: deporte de alta competición («Wettkampfsport», «sport
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				La clasificación dicotómica es casi una constante en la mayor parte de teóricos del deporte. La diversidad se da en la terminología. Está bastante en uso hoy día la clasificación general en: deporte de rendimiento (resultados) («Leistungs-sport», «performance sport», «sport de performance») frente a deporte de ocio o tiempo libre («Freizeitsport», «leisure sport», «sport loisir», etc.); o bien: deporte de alta competición («Wettkampfsport», «sport de haute compétition», etc.) frente a deporte de masas («Breitensport», «sport for all», «
Cagigal, José María: El deporte en la sociedad actual. Barcelona: Magisterio español; Prensa española; Editora nacional, 1975.	Cagigal, José María	El deporte en la sociedad actual	1975	Primera edición	No ficción	Escrito	Libro	Actualidad, ocio y vida cotidiana	España				bastante en uso hoy día la clasificación general en: deporte de rendimiento (resultados) («Leistungs-sport», «performance sport», «sport de performance») frente a deporte de ocio o tiempo libre («Freizeitsport», «leisure sport», «sport loisir», etc.); o bien: deporte de alta competición («Wettkampfsport», «sport de haute compétition», etc.) frente a deporte de masas («Breitensport», «sport for all», «sport pour tous»). Existen otras clasificaciones semejantes: («sport agonístico», «sport educativo», etc.).
