BIBLIOGRAFÍA	AUTOR	TÍTULO	FECHA	CRITERIO	BLOQUE	MEDIO	SOPORTE	TEMA	PAÍS	ZONA	TIPOLOGÍA	NOTAS	CONCORDANCIA
«Petrovic desorientó el juego del Real Madrid». El País. Madrid: Diario El País, S.A., 1985-02-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				FASE FINAL DE LA COPA DE EUROPA DE BALONCESTO
«Santamaría: &#34;Me basta con llevar la cabeza levantada». El País. Madrid: Diario El País, S.A., 1985-02-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				, y señala el estadio Bernabéu. "Estos menstruos se quedarán vacíos. Antes se veían 40 jugadas; ahora, dos. La afición veía 10 goles; ahora se sale amargado. Se van a matar dos horas y, si hay suerte, a ver ganar al equipo, pese a que juegue mal. En baloncesto la gente se divierte, ve acciones positivas. En fútbol impera el resultado. Ya noto que cuando se televisa baloncesto, las calles se quedan vacías". "No es un mal de ahora. Llevamos unos 12 años. Porque no se trabaja la pelota. El español corre porque sí, porque lo lleva dentro
«Santamaría: &#34;Me basta con llevar la cabeza levantada». El País. Madrid: Diario El País, S.A., 1985-02-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				dos. La afición veía 10 goles; ahora se sale amargado. Se van a matar dos horas y, si hay suerte, a ver ganar al equipo, pese a que juegue mal. En baloncesto la gente se divierte, ve acciones positivas. En fútbol impera el resultado. Ya noto que cuando se televisa baloncesto, las calles se quedan vacías". "No es un mal de ahora. Llevamos unos 12 años. Porque no se trabaja la pelota. El español corre porque sí, porque lo lleva dentro. Si ve una pelota en medio no hay que decirle más. Hay que aprovechar esas condiciones innatas y aplicar
«Santamaría: &#34;Me basta con llevar la cabeza levantada». El País. Madrid: Diario El País, S.A., 1985-02-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				de obtener un resultado". "En la Eurocopa, a Miguel le salvaron 30 segundos. El me llamó: 'Pepe, estaba peor que tú'. Pero en 30 segundos cambió todo. De haber quedado eliminados a la primera, a la final. Pero eso es ficticio. ¿Qué pasa con el baloncesto? Todo va rodado. Pero no es un milagro, son los frutos de 15 años de trabajo oscuro por detrás, con la operación altura, con largas concentraciones en los meses de verano. En el fútbol todos van con el yo por delante; el que lleva el yo por delante es destructivo. En baloncesto
«Santamaría: &#34;Me basta con llevar la cabeza levantada». El País. Madrid: Diario El País, S.A., 1985-02-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				baloncesto? Todo va rodado. Pero no es un milagro, son los frutos de 15 años de trabajo oscuro por detrás, con la operación altura, con largas concentraciones en los meses de verano. En el fútbol todos van con el yo por delante; el que lleva el yo por delante es destructivo. En baloncesto nadie lo lleva". "Ahora en el fútbol no hay nada por debajo. El presente es terrible. Como mucho, ves dos jugadas. Y futuro no hay, porque tú dices: voy a trabajar para el futuro. ¿Qué futuro? No hay futuro. Se deben 15.000 millones, hay que pagar
«El guirigay y los 'extranjeros' del deporte televisado». El País. Madrid: Diario El País, S.A., 1985-02-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España				conocida marca de artículos deportivos (al igual que lo es en otra José Luis Martínez, asesor en Objetivo-92), inició su caminar por TVE con la serie de programas De Olimpia a Los Ángeles, el año pasado, todos grabados. Ahora ha pasado al directo. Su bagaje periodístico: haber sido atleta y entrenador, preparador físico en baloncesto y jugar con Pedro Ferrándiz al golf todas las semanas. De la publicidad audiovisual hemos pasado al comercio de material deportivo. En TVE todo es posible y repetible. En realidad, es la moda de los curanderos que se hacen médicos. Y mientras éstos protestan, y con razón, y esgrimen un carné,
«Los finalistas europeos del Atlético reciben el salario de enero». El País. Madrid: Diario El País, S.A., 1985-04-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				enorme sacrifico económico manteniendo contra viento y marea este equipo de balonmano que proporciona triunfos al deporte español, pero también un importante déficit que tratamos de cubrir con ingresos atípicos difíciles de conseguir". Son palabras de Vicente Calderón, el presidente del club, que ya tuvo que prescindir la temporada anterior de la sección de baloncesto —el actual Collado-Villalba—, pero que se resiste a abandonar al balonmano. "El fútbol", prosigue Calderón, "se lleva todas las tortas, nos niegan el pan y la sal, pero ahí está, soportando sus cargas y las de otros deportes. Aunque de seguir así, sin que nos
«El Cibona, pobres pero buenos». El País. Madrid: Diario El País, S.A., 1985-04-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El miércoles disputa al Real Madrid la Copa de Europa de baloncesto
«El Cibona, pobres pero buenos». El País. Madrid: Diario El País, S.A., 1985-04-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El Cibona de Zagreb, que mañana se enfrenta al Real Madrid en la final de la Copa de Europa de baloncesto, tiene a gala ser el club de baloncesto europeo que más victorias ha logrado con menos dinero. "No hay duda de que somos los más pobres de los mejores", declara el secretario del club, Vladimir Tadic, en su modesta oficina en el barrio rico de Zagreb. El campo asfaltado de baloncesto en
«El Cibona, pobres pero buenos». El País. Madrid: Diario El País, S.A., 1985-04-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				El Cibona de Zagreb, que mañana se enfrenta al Real Madrid en la final de la Copa de Europa de baloncesto, tiene a gala ser el club de baloncesto europeo que más victorias ha logrado con menos dinero. "No hay duda de que somos los más pobres de los mejores", declara el secretario del club, Vladimir Tadic, en su modesta oficina en el barrio rico de Zagreb. El campo asfaltado de baloncesto en el que a veces se entrena el Cibona a partir de
«El Cibona, pobres pero buenos». El País. Madrid: Diario El País, S.A., 1985-04-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				de baloncesto, tiene a gala ser el club de baloncesto europeo que más victorias ha logrado con menos dinero. "No hay duda de que somos los más pobres de los mejores", declara el secretario del club, Vladimir Tadic, en su modesta oficina en el barrio rico de Zagreb. El campo asfaltado de baloncesto en el que a veces se entrena el Cibona a partir de primavera sirve de aparcamiento durante el invierno.
«Masajista del Real Madrid de baloncesto y del Ballet Nacional». El País. Madrid: Diario El País, S.A., 1985-06-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Masajista del Real Madrid de baloncesto y del Ballet Nacional
«Masajista del Real Madrid de baloncesto y del Ballet Nacional». El País. Madrid: Diario El País, S.A., 1985-06-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				técnico del masaje, con título y conocimientos de fisiología, anatomía y algo de medicina, una profesión para la que, además, hay que ser un manitas. "Es una labor que se realiza con las manos, pero que se trabaja con el cerebro." dice Abadía, masajista del Real Madrid de baloncesto y del Ballet Nacional.
«CLEMSON SMITH, Nueva York». El País. Madrid: Diario El País, S.A., 1985-06-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Los Lakers de Los Angeles derrotaron a los Celtics de Boston por 109-102 en el segundo encuentro de la final de la Liga profesional norteamericana (NBA) de baloncesto, que se disputó en el Boston Garden. Con esta victoria bostoniana, el marcador se sitúa en empate a uno y aumenta la emoción, puesto que los tres siguientes encuentros se jugarán en Los Angeles. La final se juega al mejor de siete partidos. Kareem Abdul Jabbar, a sus 38 años, fue el protagonista de un
«Pere Pantoja». El País. Madrid: Diario El País, S.A., 1985-08-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Pere Pantoja,presidente del equipo de baloncesto Licor 43, presentó el martes su dimisión. El equipo tiene un déficit de 44 millones de pesetas y el presupuesto para esta temporada es de 77.
«Primera jugadora española de baloncesto becada por un equipo de EE UU». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Primera jugadora española de baloncesto becada por un equipo de EE UU
«Primera jugadora española de baloncesto becada por un equipo de EE UU». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Tiene nombre de artista y cuerpo de atleta, y se ha convertido en la primera jugadora española de baloncesto becada por un equipo universitario de Estados Unidos. Nina Pont sabía desde hace un año que iba a viajar a Estados Unidos, pero ha sido en los últimos días de julio cuando su cabeza no ha parado de soñar, despierta y dormida, con su aventura norteamericana. "Cada día cambio de sueño. Unas veces me veo en
«Primera jugadora española de baloncesto becada por un equipo de EE UU». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				día cambio de sueño. Unas veces me veo en mi habitación, otras veces en el pabellón, viendo jugar a grandes jugadoras. Voy dispuesta a machacarme, porque mi gran aspiración es aguantar cuatro años allí", señala entusiasmada y con la voz ronca, producto de tantas despedidas, la joven promesa del baloncesto femenino español.
«Primera jugadora española de baloncesto becada por un equipo de EE UU». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				equipo de la universidad de Virginia, cuando participaba con la selección española en el europeo júnior. Un gran encuentro ante la Unión Soviética y otra serie de buenas actuaciones fueron suficientes para que la entrenadora norteamericana apalabrara la marcha de Nina a Estados Unidos. En Estados Unidos, Nina dispondrá de una beca que incluye además de la práctica del baloncesto, estudiar mecánica dental y gozar de una habitación compartida con otra compañera en el mismo campus. Nina Pont sabe que esta experiencia le supondrá pasar a la historia del baloncesto español como la primera jugadora que fue becada por un equipo universitario norteamericano. El hecho de que el baloncesto femenino no esté, precisamente, en primera
«Primera jugadora española de baloncesto becada por un equipo de EE UU». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				para que la entrenadora norteamericana apalabrara la marcha de Nina a Estados Unidos. En Estados Unidos, Nina dispondrá de una beca que incluye además de la práctica del baloncesto, estudiar mecánica dental y gozar de una habitación compartida con otra compañera en el mismo campus. Nina Pont sabe que esta experiencia le supondrá pasar a la historia del baloncesto español como la primera jugadora que fue becada por un equipo universitario norteamericano. El hecho de que el baloncesto femenino no esté, precisamente, en primera línea en España realza aun más la elección de la jugadora de Manresa. Nina, que confiesa sin rubor que a los 14 años, cuando jugaba en el Comansi de
«Primera jugadora española de baloncesto becada por un equipo de EE UU». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				beca que incluye además de la práctica del baloncesto, estudiar mecánica dental y gozar de una habitación compartida con otra compañera en el mismo campus. Nina Pont sabe que esta experiencia le supondrá pasar a la historia del baloncesto español como la primera jugadora que fue becada por un equipo universitario norteamericano. El hecho de que el baloncesto femenino no esté, precisamente, en primera línea en España realza aun más la elección de la jugadora de Manresa. Nina, que confiesa sin rubor que a los 14 años, cuando jugaba en el Comansi de Barcelona echó de menos a su Manresa y a su familia, cree estar mentalizada para la aventura americana:
«Fernando Martín afronta sus pruebas con el equipo de baloncesto Hew Jersey Mets». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Fernando Martín afronta sus pruebas con el equipo de baloncesto Hew Jersey Mets
«Fernando Martín afronta sus pruebas con el equipo de baloncesto Hew Jersey Mets». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Fernando Martín, pivot de la selección española y del Real Madrid, inició ayer sus pruebas con los New Jersey Nets, equipo de la NBA (Liga Profesional Norteamericana de Baloncesto). Hasta el próximo lunes, 16 aspirantes a quedarse en el club se enfrentarán entre sí en partidos informales, sin que tenga importancia el marcador, por el hecho de que los jugadores cambian de equipo constantemente. En cualquier instante los dirigentes de los Nets pueden comunicar a un determinado jugador que cese en su
«Fernando Martín afronta sus pruebas con el equipo de baloncesto Hew Jersey Mets». El País. Madrid: Diario El País, S.A., 1985-08-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				La actividad de Fernando Martín en Princeton variará según las aptitudes que en él observen los técnicos de los Nets. Los jugadores desarrollan cada jornada jugando al baloncesto en una situación confusa; por una parte primará su individualidad, puesto que juegan ante unos observadores, pero por otra también se analizan sus facetas de jugadores de equipo. En esos encuentros previos es un enemigo potencial tanto el que está enfrente como el compañero. Después del 5 de agosto vendrá la segunda prueba. Los
«Los jugadores extranjeros de baloncesto cambian más de 400 millones en el mercado negro». El País. Madrid: Diario El País, S.A., 1985-10-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				Los jugadores extranjeros de baloncesto cambian más de 400 millones en el mercado negro
«Los jugadores extranjeros de baloncesto cambian más de 400 millones en el mercado negro». El País. Madrid: Diario El País, S.A., 1985-10-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				El Cajamadrid es el único club de baloncesto de Primera División que declara a Hacienda los contratos de sus jugadores norteamericanos y su pago en dólares. El resto de equipos lleva otro tipo de procedimientos, frecuentemente a espaldas de Hacienda y que provocan toda una modalidad de conductas propias de la picaresca, que van desde evasión de divisas al incumplimiento del contrato,
«Los jugadores extranjeros de baloncesto cambian más de 400 millones en el mercado negro». El País. Madrid: Diario El País, S.A., 1985-10-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Política, economía y justicia	España				ocasiones, actúa suponiendo que llegará a pagarle menos. Lo curioso es que muy pocos clubes pagan en dólares de una forma oficial. La mayoría paga en pesetas y recomienda a los jugadores qué sistemas deben seguir para cambiar ese dinero y eludir cualquier tipo de control fiscal. Hasta hace dos años, los clubes de baloncesto escapaban de Hacienda, situación de la que se beneficiaban los jugadores. El panorama ha variado últimamente con respecto a los nacionales, pero no en lo referente a los extranjeros. En ese sentido, los clubes actúan como si se tratara de un auténtico paraíso fiscal.
«Baloncesto». El País. Madrid: Diario El País, S.A., 1985-10-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Baloncesto
«Baloncesto». El País. Madrid: Diario El País, S.A., 1985-10-02.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				Cuatro equipos españoles participan en las competiciones europeas de baloncesto que comienzan hoy. Super Crack (Holanda)-Caja de Alava, Manchester (Inglaterra)-CAI Zaragoza y Amicale (Luxemburgo)-Cacaolat Granollers juegan la Copa Korac. El Real Madrid recibir mañana (18.30 horas) al Edimburgo (Escocia), en Copa de Europa En Recopa, el Joventut debutará el 29 de octubre, y
«El Barça acaba con el sueño del Cacaolat». El País. Madrid: Diario El País, S.A., 1985-12-01.		El País	1985	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España				BALONCESTO / GRUPO IMPAR
Romero, Emilio: Tragicomedia de España. (Unas Memorias sin contemplaciones). Barcelona: Planeta, 1986.	Romero, Emilio	Tragicomedia de España. (Unas Memorias sin contemplaciones)	1985	Primera edición	No ficción	Escrito	Libro	Política, economía y justicia	España			Premio Espejo de España 1985	riesgo de autorizarlo, y en seguida salió a la calle. Lo que sucedió es que hubo cierta alarma en el Palacio de la Zarzuela —y no en el del Pardo—, y entonces preparé una lectura ante el propio Príncipe Juan Carlos, y en todo este correo intervino Raimundo Saporta, gran celebridad del baloncesto, directivo relevante del Real Madrid, alto funcionario del Banco Exterior y diplomático insigne entre personajes políticos, literarios o periodísticos, con los dos Príncipes: el que iba inevitablemente para Rey, que era Juan Carlos, y a quien se recibía en muchos círculos políticos como candidato también al trono, que era don Alfonso de Borbón
«78-86: El Manchester le dio guerra a un Real a medio gas». ABC. Madrid: Prensa Española, S.A., 1986-10-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Baloncesto
«Trabajo ocultó a la Audiencia Nacional datos sobre el patrimonio sindical histórico Casi tres meses después de que el Gobierno acordara conceder a UGT 4.144 millones de pesetas en concepto de patrimonio sindical histórico, Segismundo Crespo (a la derecha), subsecretario del Ministerio de Trabajo, ocultó este acuerdo y otros datos sobre el mismo asunto a la Sala de lo Contencioso-Administrativo de la Audiencia Nacional, que preside José Gabaldón (a la izquierda). Sectores afectados estudian la posibilidad de presentar una querella criminal contra Crespo.». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Fernando Martín debutó en la NBAEl ex jugador del Real Madrid y de la selección nacional de baloncesto Fernando Martín debutó en la madrugada de ayer como profesional en la Liga norteamericana NBA, formando porte del equipo Portland Trail Blazers, que perdió en Oregón frente al Seattle Supersonics. En la imagen, Fernando Martín junto a su oponente Tom Chambers.
«Eurocopa sub-21.». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	– Baloncesto. El Real Madrid ha fichado al yugoslavo Drazen Petrovic, que juega en la Cibona para después de los Juegos Olímpicos de Seúl-88. Ramón Mendoza, presidente blanco, se adelantó a las intenciones del Barcelona. El contrato es de cuatro años.
«Eurocopa sub-21.». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	– Supercopa. El Barcelona ganó este título de baloncesto, al imponerse por 99-87 a la Cibona en el partido de vuelta. En la ida, el Barcelona había perdido por un punto, 102-101.
«PUNTO Y APARTE». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El pasado miércoles Televisión Española me ofreció la oportunidad de participar en un inesperado debate sobre la necesidad o no de la presencia de jugadores extranjeros, fundamentalmente estadounidenses, en nuestro baloncesto. Mi oponente, Antonio Díaz Miguel, sostiene que nuestras promesas necesitan jugar y los extranjeros les quitan oportunidades. Yo mantengo que no hay razones, no objetivas ni subjetivas, para prescindir actualmente de los jugadores extranjeros, y si éstos son grandes figuras, mejor que mejor. No hay razones objetivas, porque ahí están los datos
«PUNTO Y APARTE». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Yo mantengo que no hay razones, no objetivas ni subjetivas, para prescindir actualmente de los jugadores extranjeros, y si éstos son grandes figuras, mejor que mejor. No hay razones objetivas, porque ahí están los datos de los últimos veinte años, no dos ni tres, donde el progreso y los éxitos del baloncesto español son tan palpables que se han traducido en subcampeonatos europeos, medallas olímpicas y reconocido prestigio en el concierto internacional que nos coloca entre los mejores y más respetados. Todo ello con presencia de extranjeros en el baloncesto español. Subjetivamente, puedo aportar mi experiencia personal y la de todos o casi todos nuestros actuales jugadores que
«PUNTO Y APARTE». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	datos de los últimos veinte años, no dos ni tres, donde el progreso y los éxitos del baloncesto español son tan palpables que se han traducido en subcampeonatos europeos, medallas olímpicas y reconocido prestigio en el concierto internacional que nos coloca entre los mejores y más respetados. Todo ello con presencia de extranjeros en el baloncesto español. Subjetivamente, puedo aportar mi experiencia personal y la de todos o casi todos nuestros actuales jugadores que quieran explicar su realidad y sin duda se puede afirmar que el progreso técnico individual es más rápido y beneficioso trabajando cada día frente a jugadores de mayor nivel técnico y condición física. Por ello, que crea que hasta
«76-81: El Real Madrid se impuso en los últimos minutos al Fórum de Valladolid». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Por las características del juego, es difícil decir, en baloncesto, que un equipo victorioso no ha merecido ganar; pero sí cabe decir, esta vez, que el perdedor no mereció la derrota. El Fórum de Valladolid plantó cara al Real Madrid hasta los últimos minutos, con ventaja en el marcador hasta la mitad de la segunda parte. Decidió el contragolpe blanco
«Barcelona, 91; Zaragoza, 78». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El CAI Zaragoza nunca tiró la toalla en el palacio azulgrana. Los maños mandaron en el comienzo, cuando marcaron individualmente. Después mejoró el baloncesto local y pasaron los barcelonistas a controlar el encuentro. Pero los hombres de García Reneses nunca pudieron despegarse. Al descanso se llegó con un 44-39.
«El debut de Fernando Martín en la NBA, hoy en «Estudio Estadio»». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	Los aficionados al baloncesto podrán ver hoy en «Estudio Estadio», a las tres de la tarde, por la Segunda Cadena, el debut de Fernando Martín en la Liga Profesional de Baloncesto (NBA). El equipo de Fernando Martín, el Portland Trail Blazers, juega contra el Seattle.
«El debut de Fernando Martín en la NBA, hoy en «Estudio Estadio»». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	Los aficionados al baloncesto podrán ver hoy en «Estudio Estadio», a las tres de la tarde, por la Segunda Cadena, el debut de Fernando Martín en la Liga Profesional de Baloncesto (NBA). El equipo de Fernando Martín, el Portland Trail Blazers, juega contra el Seattle.
«El debut de Fernando Martín en la NBA, hoy en «Estudio Estadio»». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Artes, cultura y espectáculos	España			Mayúsculas no acentuadas en el original	La Liga Profesional de Baloncesto de Estados Unidos, de la que forma parte esta temporada por primera vez Fernando Martín, comenzó en la madrugada de ayer sábado.
«JAAAAAQUE MATE MATE MATE». ABC. Madrid: Prensa Española, S.A., 1986-11-02.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	LAS retransmisiones radiofónicas de partidos de fútbol han fomentado admirablemente nuestras emociones. Esto es digno de gratitud, no hay duda. Lo mismo sucede con los gritos de tres puntos en el baloncesto. Dan a nuestra vida una tensión muy saludable. Esos formidables sobresaltos evitan que caigamos en la molicie. ¿Qué sería de nosotros sin esas cálidas vociferaciones? Pero... pero... ¿no es eso, simplemente, acentuar la emoción de algo que ya la tiene por sí mismo?
«SAMARANCH EN EL COE». ABC. Madrid: Prensa Española, S.A., 1986-04-19.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Samaranch ve desde la altura de Lausana el progreso alcanzado por el deporte español. Cree que éste ha dado un paso importante y está como lo demuestran los campeonatos del mundo que se han celebrado y se van a celebrar en España. El avance dado en atletismo, natación, vela, gimnasia rítmica, baloncesto, balonmano, ciclismo, es apreciado quizá con más estima fuera que dentro de España, como ocurrió con el Mundial del 82.
«93-105: Exhibición del Real Madrid en Zaragoza, que le convierte en finalista». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Liga de baloncesto
«93-105: Exhibición del Real Madrid en Zaragoza, que le convierte en finalista». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El Real Madrid se convirtió con facilidad en el primer finalista de la Liga de baloncesto al vencer al CAI Zaragoza a domicilio en un partido que los blancos dominaron en todo momento e impusieron un baloncesto fluido, que doblegó a los locales. Biriukov dirigió al equipo con brillantez y Fernando Martín e Iturriaga, en la segunda mitad, apuntillaron.
«93-105: Exhibición del Real Madrid en Zaragoza, que le convierte en finalista». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El Real Madrid se convirtió con facilidad en el primer finalista de la Liga de baloncesto al vencer al CAI Zaragoza a domicilio en un partido que los blancos dominaron en todo momento e impusieron un baloncesto fluido, que doblegó a los locales. Biriukov dirigió al equipo con brillantez y Fernando Martín e Iturriaga, en la segunda mitad, apuntillaron.
«Carmelo no tuvo suerte con su lote». ABC. Madrid: Prensa Española, S.A., 1986-04-28.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	, que hace frío». Vitito —Víctor Manuel—, que es todavía pequeño, va encantado a ver a Carmelo; es bienvenidista por tradición, de Antoñete porque dice que es el mejor que ha alcanzado a ver y de Carmelo por ser el que más cercano encuentra a su edad, sin que juegue al baloncesto...
«Claude Riley». ABC. Madrid: Prensa Española, S.A., 1986-05-07.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	El Barcelona-Real Madrid, final de la Liga de baloncesto, se jugará el sábado a las siete y media de la tarde.
«La concentración comenzará el 13 de mayo en Madrid». ABC. Madrid: Prensa Española, S.A., 1986-05-07.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Arcega, Solozábal y Creus, altas en la lista para el Mundial de baloncesto
«La concentración comenzará el 13 de mayo en Madrid». ABC. Madrid: Prensa Española, S.A., 1986-05-07.		ABC	1986	Primera edición	No ficción	Escrito	Prensa	Actualidad, ocio y vida cotidiana	España			Mayúsculas no acentuadas en el original	Pocas novedades en la selección española que jugará el Mundial de baloncesto. Díaz Miguel optó, como era previsible, por la continuidad y tan sólo se producen los retornos anunciados de Arcega, Solozábal y Creus en los puestos que ocuparon en el Europeo del pasado año López Iturriaga, Gil y Llorente. Los demás son los mismos de siempre.
Cabrera Infante, Guillermo: La Habana para un infante difunto. Barcelona: Plaza y Janés, 1993.	Cabrera Infante, Guillermo	La Habana para un infante difunto	1986	Primera edición	Ficción	Escrito	Libro	Novela	Cuba	Antillas		Premio Espasa Humor 1995	Lo que le dio más trabajo repartir, cosa curiosa, fue la cabeza, que trató de ocultar en los servicios sanitarios del bar «Payret». Primero la lanzó hacia la cisterna pero rebotaba siempre («Una suerte de baloncesto macabro», añadió el columnista criminal a la descripción.) Cansado de pelotear la cabeza y aprensivo de que entrara alguien al baño, trató de forzarla por la taza, inodoro adentro —cosa evidentemente imposible, pero no lo disuadió de su empeño enloquecido la idea de imposibilidad sino el hecho de que los
